,cpu_cycles,milli_taken,ml_cycles,pre_cycles,image_size_reduction,f1_score,item_names,num_of_images,precision,recall,support
0,601550425235,955.303,5281067457,32709659,0.96746556289917,"[0.31, 0.0, 0.33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.06, 0.13]","['person', 'banana', 'bowl', 'spoon', 'parking meter', 'bottle', 'broccoli', 'donut', 'bicycle', 'bird', 'micro avg', 'macro avg', 'weighted avg']",15.0,"[0.45, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38, 0.1, 0.18]","[0.24, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.05, 0.1]","[21, 0, 4, 4, 7, 3, 7, 7, 6, 4, 63, 63, 63]"
