,cpu_cycles,milli_taken,ml_cycles,edge1_fasterrcnn_mobilenet_v3_large_fpnf1_score,edge1_fasterrcnn_mobilenet_v3_large_fpnitem_names,edge1_fasterrcnn_mobilenet_v3_large_fpnprecision,edge1_fasterrcnn_mobilenet_v3_large_fpnrecall,edge1_fasterrcnn_mobilenet_v3_large_fpnsupport,f1_score,item_names,num_of_images,precision,recall,support
0,359858705612,235.199,738050367,"[0.31, 0.0, 0.33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.06, 0.13]","['person', 'banana', 'bowl', 'spoon', 'parking meter', 'bottle', 'donut', 'broccoli', 'bicycle', 'bird', 'micro avg', 'macro avg', 'weighted avg']","[0.45, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38, 0.1, 0.18]","[0.24, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.05, 0.1]","[21, 0, 4, 4, 7, 3, 7, 7, 6, 4, 63, 63, 63]","[0.35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11, 0.03, 0.09]","['person', 'banana', 'bowl', 'spoon', 'parking meter', 'bottle', 'donut', 'broccoli', 'bicycle', 'bird', 'micro avg', 'macro avg', 'weighted avg']",15.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.1, 0.27]","[0.21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06, 0.02, 0.06]","[19, 14, 5, 2, 7, 3, 7, 7, 6, 0, 70, 70, 70]"
